Имя,Дата,Ссылка на статью,Краткое описание
дмитром афанасьєвим,22 лютого 2014,https://www.epravda.com.ua/news/2014/02/22/421356/,No description
інтерв'юзеленський,15 липня 2024,https://www.epravda.com.ua/news/2024/07/15/716658/,No description
зеленський,15 липня 2024,https://www.epravda.com.ua/news/2024/07/15/716658/,No description
олександра ярославського,9 липня 2020,https://www.epravda.com.ua/columns/2020/07/9/662762/,No description
суперкондицінер,22 жовтня 2012,https://www.epravda.com.ua/news/2012/10/22/340646/,No description
януковича,22 жовтня 2012,https://www.epravda.com.ua/news/2012/10/22/340646/,No description
гутерреш,27 жовтня 2023,https://www.epravda.com.ua/news/2023/10/27/705934/,No description
володимираєвтушенкова,22 грудня 2014,https://www.epravda.com.ua/news/2014/12/22/517196/,No description
євтушенков,22 грудня 2014,https://www.epravda.com.ua/news/2014/12/22/517196/,No description
володимира путіна,22 грудня 2014,https://www.epravda.com.ua/news/2014/12/22/517196/,No description
домініка,23 серпня 2011,https://www.epravda.com.ua/news/2011/08/23/295827/,No description
манхеттена,23 серпня 2011,https://www.epravda.com.ua/news/2011/08/23/295827/,No description
зеленський,18 марта 2022,https://www.epravda.com.ua/rus/columns/2022/03/18/684292/,No description
зеленський,18 марта 2022,https://www.epravda.com.ua/rus/columns/2022/03/18/684292/,No description
зеленського устенко,18 марта 2022,https://www.epravda.com.ua/rus/columns/2022/03/18/684292/,No description
вікторія войціцька,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
дмитро вовк,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
войціцької,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
"ахметова)"".заява",20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
войціцькою,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
іваном крулько,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
сергієм євтушком,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
темоюшмигаль,20 червня 2017,https://www.epravda.com.ua/news/2017/06/20/626233/,No description
тигипка,17 лютого 2012,https://www.epravda.com.ua/news/2012/02/17/316275/,No description
дмитром єгоренком,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
юрій луценко,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
шепелєву,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
бют.галина шепелева,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
щербина,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
іванющенко,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
сергія кириченка,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
сергія дядечка,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
шепелєв,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
галина шепелєва,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
михайла стрельникова,20 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/20/499791/,No description
олександра корчинського.президент,31 травня 2020,https://www.epravda.com.ua/news/2020/05/31/661183/,No description
володимир зеленський,31 травня 2020,https://www.epravda.com.ua/news/2020/05/31/661183/,No description
сенниченко,31 травня 2020,https://www.epravda.com.ua/news/2020/05/31/661183/,No description
володимира потапенко.у,31 травня 2020,https://www.epravda.com.ua/news/2020/05/31/661183/,No description
пишний.за,5 серпня 2009,https://www.epravda.com.ua/news/2009/08/5/202816/,No description
юлія тимошенко,5 серпня 2009,https://www.epravda.com.ua/news/2009/08/5/202816/,No description
він.при,30 червня 2011,https://www.epravda.com.ua/news/2011/06/30/290475/,No description
міністра.попович,30 червня 2011,https://www.epravda.com.ua/news/2011/06/30/290475/,No description
пекіном,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
пекіна,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
вашингтона.про,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
дональда трампа,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
пекіном,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
трамп,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
пекін,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
пекін,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
сі цзіньпіном,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
сі цзіньпін,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
трамп,30 грудня 2018,https://www.epravda.com.ua/news/2018/12/30/644001/,No description
андреа орсель,5 липня 2022,https://www.epravda.com.ua/news/2022/07/5/688869/,No description
макеєва,19 серпня 2015,https://www.epravda.com.ua/news/2015/08/19/555771/,No description
ямами.макеєва,19 серпня 2015,https://www.epravda.com.ua/news/2015/08/19/555771/,No description
павловський.на,10 липня 2006,https://www.epravda.com.ua/news/2006/07/10/156065/,No description
арсеній яценюк,22 серпня 2014,https://www.epravda.com.ua/news/2014/08/22/485049/,No description
шмигаль.реклама,23 серпня 2022,https://www.epravda.com.ua/news/2022/08/23/690738/,No description
він.за,29 березня 2012,https://www.epravda.com.ua/news/2012/03/29/320139/,No description
хорошковський,29 березня 2012,https://www.epravda.com.ua/news/2012/03/29/320139/,No description
гондурасу,17 августа 2021,https://www.epravda.com.ua/rus/publications/2021/08/17/676958/,No description
віталій молочкописав,17 августа 2021,https://www.epravda.com.ua/rus/publications/2021/08/17/676958/,No description
гончарук.за,26 лютого 2020,https://www.epravda.com.ua/news/2020/02/26/657513/,No description
віталія кропачовадомогласяповторного,26 лютого 2020,https://www.epravda.com.ua/news/2020/02/26/657513/,No description
олексій гончарукзаявив,26 лютого 2020,https://www.epravda.com.ua/news/2020/02/26/657513/,No description
павло,26 лютого 2020,https://www.epravda.com.ua/news/2020/02/26/657513/,No description
віталія кропачова,26 лютого 2020,https://www.epravda.com.ua/news/2020/02/26/657513/,No description
тимофій милованов,26 лютого 2020,https://www.epravda.com.ua/news/2020/02/26/657513/,No description
"яценюк.реклама:""дуже",17 вересня 2007,https://www.epravda.com.ua/news/2007/09/17/145559/,No description
яценюка,17 вересня 2007,https://www.epravda.com.ua/news/2007/09/17/145559/,No description
павло кухта,3 грудня 2019,https://www.epravda.com.ua/news/2019/12/3/654428/,No description
мавроді,6 червня 2012,https://www.epravda.com.ua/news/2012/06/6/325649/,No description
сергієм мавроді.сам,6 червня 2012,https://www.epravda.com.ua/news/2012/06/6/325649/,No description
мавроді,6 червня 2012,https://www.epravda.com.ua/news/2012/06/6/325649/,No description
трамп,26 лютого 2019,https://www.epravda.com.ua/news/2019/02/26/645616/,No description
святослав павлюк.друге,19 грудня 2014,https://www.epravda.com.ua/publications/2014/12/19/514214/,No description
бізнес?олександр кірпічовгенеральний,19 грудня 2014,https://www.epravda.com.ua/publications/2014/12/19/514214/,No description
демчишин,1 червня 2017,https://www.epravda.com.ua/news/2017/06/1/625563/,No description
н.д.бондаренко в.д.,27 жовтня 2010,https://www.epravda.com.ua/publications/2010/10/27/254016/,No description
бізнес?олександр кірпічовгенеральний,27 жовтня 2010,https://www.epravda.com.ua/publications/2010/10/27/254016/,No description
грехем тайлі,8 листопада 2013,https://www.epravda.com.ua/news/2013/11/8/402549/,No description
ріната ахметова.водночас,21 листопада 2011,https://www.epravda.com.ua/news/2011/11/21/306400/,No description
віктора януковича,21 листопада 2011,https://www.epravda.com.ua/news/2011/11/21/306400/,No description
більдта,21 листопада 2011,https://www.epravda.com.ua/news/2011/11/21/306400/,No description
януковича,21 листопада 2011,https://www.epravda.com.ua/news/2011/11/21/306400/,No description
тимошенко,21 листопада 2011,https://www.epravda.com.ua/news/2011/11/21/306400/,No description
віктор янукович,8 липня 2011,https://www.epravda.com.ua/news/2011/07/8/291199/,No description
онищенко,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
порошенка,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
онищенка,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
олександра онищенка,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
онищенко,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
матірінесса кадироваі,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
валерій постний.онищенко,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
онищенко,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
олександром онищенком.сам,22 травня 2019,https://www.epravda.com.ua/news/2019/05/22/648000/,No description
артему мироновичу,12 жовтня 2021,https://www.epravda.com.ua/news/2021/10/12/678690/,No description
мироновичу,12 жовтня 2021,https://www.epravda.com.ua/news/2021/10/12/678690/,No description
мироновича андрія букіна.нагадаємо,12 жовтня 2021,https://www.epravda.com.ua/news/2021/10/12/678690/,No description
ігор коломойський,7 березня 2018,https://www.epravda.com.ua/news/2018/03/7/634791/,No description
геннадій боголюбов.суд,7 березня 2018,https://www.epravda.com.ua/news/2018/03/7/634791/,No description
катерина рожкова,7 березня 2018,https://www.epravda.com.ua/news/2018/03/7/634791/,No description
віктор поліщук,17 серпня 2023,https://www.epravda.com.ua/news/2023/08/17/703325/,No description
він.за,26 листопада 2010,https://www.epravda.com.ua/news/2010/11/26/258948/,No description
пивоваров,26 листопада 2010,https://www.epravda.com.ua/news/2010/11/26/258948/,No description
яковлєв,26 листопада 2010,https://www.epravda.com.ua/news/2010/11/26/258948/,No description
тимошенко,25 лютого 2009,https://www.epravda.com.ua/news/2009/02/25/183045/,No description
він.як,26 липня 2010,https://www.epravda.com.ua/news/2010/07/26/242786/,No description
ламбуцький,26 липня 2010,https://www.epravda.com.ua/news/2010/07/26/242786/,No description
ауб.ауб,18 лютого 2022,https://www.epravda.com.ua/news/2013/01/29/358808/,No description
сильвіо берлусконі,5 серпня 2016,https://www.epravda.com.ua/news/2016/08/5/601605/,No description
берлусконі,5 серпня 2016,https://www.epravda.com.ua/news/2016/08/5/601605/,No description
анджей шейна.radio zetзаступник,3 березня 2024,https://www.epravda.com.ua/news/2024/03/3/710680/,No description
анджей шейна,3 березня 2024,https://www.epravda.com.ua/news/2024/03/3/710680/,No description
урсулою фон дер ляєн,3 березня 2024,https://www.epravda.com.ua/news/2024/03/3/710680/,No description
михайло бурмістров,7 липня 2022,https://www.epravda.com.ua/news/2022/07/7/688941/,No description
марини малахатько,7 липня 2022,https://www.epravda.com.ua/news/2022/07/7/688941/,No description
ющенко.він,17 серпня 2011,https://www.epravda.com.ua/news/2011/08/17/295297/,No description
ампу,23 липня 2018,https://www.epravda.com.ua/news/2018/07/23/638956/,No description
кабмін януковича,7 листопада 2024,https://www.epravda.com.ua/news/2007/01/31/152870/,No description
кабмін януковича,7 листопада 2024,https://www.epravda.com.ua/news/2007/01/31/152870/,No description
ханне северінсен,7 листопада 2024,https://www.epravda.com.ua/news/2007/01/31/152870/,No description
вольвенд,7 листопада 2024,https://www.epravda.com.ua/news/2007/01/31/152870/,No description
ато.вне поля,13 серпня 2015,https://www.epravda.com.ua/columns/2015/08/13/555033/,No description
внимания сми,13 серпня 2015,https://www.epravda.com.ua/columns/2015/08/13/555033/,No description
вот еще,13 серпня 2015,https://www.epravda.com.ua/columns/2015/08/13/555033/,No description
коломойский.на,13 серпня 2015,https://www.epravda.com.ua/columns/2015/08/13/555033/,No description
г.как помним,13 серпня 2015,https://www.epravda.com.ua/columns/2015/08/13/555033/,No description
яценюка,29 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/29/501771/,No description
яценюка,29 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/29/501771/,No description
експертівпавло шеремета,29 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/29/501771/,No description
вопросов.анатолій пінчук,29 октября 2014,https://www.epravda.com.ua/rus/publications/2014/10/29/501771/,No description
діїянукович,22 березня 2011,https://www.epravda.com.ua/news/2011/03/22/278293/,No description
віктор янукович,22 березня 2011,https://www.epravda.com.ua/news/2011/03/22/278293/,No description
"кадастр"".янукович",22 березня 2011,https://www.epravda.com.ua/news/2011/03/22/278293/,No description
leroy merlin,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
путіна,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
leroy merlin,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
путінау пеклі,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
leroy merlin,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
перегляддмитро,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
влада?як,23 березня 2022,https://www.epravda.com.ua/columns/2022/03/23/684502/,No description
лариса ареф’єва,26 листопада 2021,https://www.epravda.com.ua/news/2017/01/25/618766/,No description
ареф’єва,26 листопада 2021,https://www.epravda.com.ua/news/2017/01/25/618766/,No description
ареф'єва,26 листопада 2021,https://www.epravda.com.ua/news/2017/01/25/618766/,No description
роман насіров,26 листопада 2021,https://www.epravda.com.ua/news/2017/01/25/618766/,No description
павло ареф’єв,26 листопада 2021,https://www.epravda.com.ua/news/2017/01/25/618766/,No description
ореста фірманюка,26 листопада 2021,https://www.epravda.com.ua/news/2017/01/25/618766/,No description
олексія федоричева,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
федоричева,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
федоричева,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
федоричев,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
федоричева,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
мікеле лузетті,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
michele luzzetti,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
мікеле д'авірро,31 липня 2024,https://www.epravda.com.ua/news/2024/07/31/717410/,No description
епохи офшорівфірташа,23 травня 2015,https://www.epravda.com.ua/news/2015/05/23/543617/,No description
дмитру фірташу,23 травня 2015,https://www.epravda.com.ua/news/2015/05/23/543617/,No description
олександра ярославського.економічна,19 вересня 2022,https://www.epravda.com.ua/news/2022/09/19/691634/,No description
данилюка,12 вересня 2016,https://www.epravda.com.ua/news/2016/09/12/605181/,No description
арбузову,15 лютого 2013,https://www.epravda.com.ua/news/2013/02/15/361653/,No description
микитася,14 листопада 2018,https://www.epravda.com.ua/news/2018/11/14/642624/,No description
гройсмана,14 листопада 2018,https://www.epravda.com.ua/news/2018/11/14/642624/,No description
франк-вальтер штайнмайер,26 вересня 2006,https://www.epravda.com.ua/news/2006/09/26/155105/,No description
"алєксандра сегала"".сегал",15 мая 2013,https://www.epravda.com.ua/rus/publications/2013/05/15/374746/,No description
віта бортницька,18 травня 2018,https://www.epravda.com.ua/news/2018/05/18/636951/,No description
клюєва,20 грудня 2012,https://www.epravda.com.ua/news/2012/12/20/351769/,No description
мануель адорні,22 червня 2024,https://www.epravda.com.ua/news/2024/01/6/708470/,No description
сергій тігіпко,9 серпня 2011,https://www.epravda.com.ua/news/2011/08/9/294367/,No description
олегом висоцьким,12 травня 2011,https://www.epravda.com.ua/news/2011/05/12/285490/,No description
мілана,10 травня 2012,https://www.epravda.com.ua/news/2012/05/10/323195/,No description
іраку,10 травня 2012,https://www.epravda.com.ua/news/2012/05/10/323195/,No description
порошенко,24 грудня 2014,https://www.epravda.com.ua/news/2014/12/24/517963/,No description
тимошенко,27 лютого 2009,https://www.epravda.com.ua/news/2009/02/27/183484/,No description
темоютігіпко,7 листопада 2024,https://www.epravda.com.ua/news/2013/04/25/372953/,No description
насіковський,7 листопада 2024,https://www.epravda.com.ua/news/2013/04/25/372953/,No description
комарницький,7 листопада 2024,https://www.epravda.com.ua/news/2013/04/25/372953/,No description
бахматюкасереда,7 листопада 2024,https://www.epravda.com.ua/news/2019/04/3/646674/,No description
пфтс,17 серпня 2009,https://www.epravda.com.ua/news/2009/08/17/203915/,No description
пфтс,14 травня 2009,https://www.epravda.com.ua/news/2009/05/14/193107/,No description
дипломат.він,18 жовтня 2022,https://www.epravda.com.ua/news/2022/10/18/692762/,No description
податкиазаров,7 червня 2011,https://www.epravda.com.ua/news/2011/06/7/288467/,No description
микола азаров,7 червня 2011,https://www.epravda.com.ua/news/2011/06/7/288467/,No description
володимиром путіним,7 червня 2011,https://www.epravda.com.ua/news/2011/06/7/288467/,No description
вадим майко,25 жовтня 2017,https://www.epravda.com.ua/news/2017/10/25/630462/,No description
ігоря павловського,25 жовтня 2017,https://www.epravda.com.ua/news/2017/10/25/630462/,No description
володимира гулевича,25 жовтня 2017,https://www.epravda.com.ua/news/2017/10/25/630462/,No description
павловському,25 жовтня 2017,https://www.epravda.com.ua/news/2017/10/25/630462/,No description
борису малишу,25 жовтня 2017,https://www.epravda.com.ua/news/2017/10/25/630462/,No description
володимиру шемовнєву.16,25 жовтня 2017,https://www.epravda.com.ua/news/2017/10/25/630462/,No description
володимир демчишин,6 лютого 2015,https://www.epravda.com.ua/news/2015/02/6/526792/,No description
демчишин,6 лютого 2015,https://www.epravda.com.ua/news/2015/02/6/526792/,No description
олександр светелік,6 лютого 2015,https://www.epravda.com.ua/news/2015/02/6/526792/,No description
наталею філіпчук,20 червня 2012,https://www.epravda.com.ua/news/2012/06/20/326918/,No description
філіпчуком,20 червня 2012,https://www.epravda.com.ua/news/2012/06/20/326918/,No description
володимир каплієнко,20 червня 2012,https://www.epravda.com.ua/news/2012/06/20/326918/,No description
філіпчука,20 червня 2012,https://www.epravda.com.ua/news/2012/06/20/326918/,No description
зastapov lawyersне,20 червня 2012,https://www.epravda.com.ua/news/2012/06/20/326918/,No description
філіпчук,20 червня 2012,https://www.epravda.com.ua/news/2012/06/20/326918/,No description
барака обами,20 березня 2016,https://www.epravda.com.ua/news/2016/03/20/586055/,No description
барак обама,20 березня 2016,https://www.epravda.com.ua/news/2016/03/20/586055/,No description
кшиштоф пащиксказав,28 березня 2024,https://www.epravda.com.ua/news/2024/03/28/711727/,No description
насірова,17 березня 2017,https://www.epravda.com.ua/news/2017/03/17/622768/,No description
роман насіров,17 березня 2017,https://www.epravda.com.ua/news/2017/03/17/622768/,No description
мін'юст.міністр,17 грудня 2021,https://www.epravda.com.ua/news/2014/01/28/416800/,No description
леонід кожара,17 грудня 2021,https://www.epravda.com.ua/news/2014/01/28/416800/,No description
руслан демченко,17 грудня 2021,https://www.epravda.com.ua/news/2014/01/28/416800/,No description
миколи патрушева,6 жовтня 2015,https://www.epravda.com.ua/news/2015/10/6/562314/,No description
марченка,6 жовтня 2015,https://www.epravda.com.ua/news/2015/10/6/562314/,No description
петро порошенкопідписав,7 листопада 2024,https://www.epravda.com.ua/news/2017/04/3/623405/,No description
руслана журило,22 вересня 2017,https://www.epravda.com.ua/news/2017/09/22/629363/,No description
микола мартиненко,22 вересня 2017,https://www.epravda.com.ua/news/2017/09/22/629363/,No description
ахметова,21 лютого 2017,https://www.epravda.com.ua/news/2017/02/21/621693/,No description
ахметова,21 лютого 2017,https://www.epravda.com.ua/news/2017/02/21/621693/,No description
юрій луценко,21 лютого 2017,https://www.epravda.com.ua/news/2017/02/21/621693/,No description
leroy merlin,24 березня 2023,https://www.epravda.com.ua/news/2023/03/24/698411/,No description
омеляна,16 вересня 2016,https://www.epravda.com.ua/news/2016/09/16/605755/,No description
він.як,16 вересня 2016,https://www.epravda.com.ua/news/2016/09/16/605755/,No description
богдан моторс,4 вересня 2013,https://www.epravda.com.ua/news/2013/09/4/392809/,No description
chartsсталева мріягазова,23 серпня 2023,https://www.epravda.com.ua/news/2023/08/23/703521/,No description
темоюмінʼюст,23 серпня 2023,https://www.epravda.com.ua/news/2023/08/23/703521/,No description
коломойського,4 липня 2011,https://www.epravda.com.ua/news/2011/07/4/290761/,No description
стокгольма,4 липня 2011,https://www.epravda.com.ua/news/2011/07/4/290761/,No description
стокгольма,4 липня 2011,https://www.epravda.com.ua/news/2011/07/4/290761/,No description
микитася,6 жовтня 2016,https://www.epravda.com.ua/news/2016/10/6/607544/,No description
гройсмана,6 жовтня 2016,https://www.epravda.com.ua/news/2016/10/6/607544/,No description
рон ван руден.реклама,4 травня 2016,https://www.epravda.com.ua/news/2016/05/4/591667/,No description
анатолій гриценко,6 лютого 2012,https://www.epravda.com.ua/news/2012/02/6/315143/,No description
миколі азарову,6 лютого 2012,https://www.epravda.com.ua/news/2012/02/6/315143/,No description
клюєва,6 лютого 2012,https://www.epravda.com.ua/news/2012/02/6/315143/,No description
він.клюєв,6 лютого 2012,https://www.epravda.com.ua/news/2012/02/6/315143/,No description
януковича,13 червня 2016,https://www.epravda.com.ua/news/2016/06/13/595840/,No description
олександру зарицькому,13 червня 2016,https://www.epravda.com.ua/news/2016/06/13/595840/,No description
андрія орлова.єдиним,13 червня 2016,https://www.epravda.com.ua/news/2016/06/13/595840/,No description
сашка януковича.як,13 червня 2016,https://www.epravda.com.ua/news/2016/06/13/595840/,No description
справасталева мріябізнес,28 грудня 2023,https://www.epravda.com.ua/columns/2024/01/10/708579/,No description
микитася,10 листопада 2017,https://www.epravda.com.ua/news/2017/11/10/631050/,No description
гройсмана,10 листопада 2017,https://www.epravda.com.ua/news/2017/11/10/631050/,No description
володимир пустоваров.він,31 липня 2015,https://www.epravda.com.ua/news/2015/07/31/553339/,No description
дмитро кулеба,28 липня 2021,https://www.epravda.com.ua/news/2021/07/28/676338/,No description
метью аксельрод,3 березня 2023,https://www.epravda.com.ua/news/2023/03/3/697638/,No description
акселрод,3 березня 2023,https://www.epravda.com.ua/news/2023/03/3/697638/,No description
владиславу осипову,3 березня 2023,https://www.epravda.com.ua/news/2023/03/3/697638/,No description
річарду мастерсу,3 березня 2023,https://www.epravda.com.ua/news/2023/03/3/697638/,No description
віктору,3 березня 2023,https://www.epravda.com.ua/news/2023/03/3/697638/,No description
джамшед нурмугаммадзода.реклама,9 березня 2016,https://www.epravda.com.ua/news/2016/03/9/584597/,No description
костянтина григоришина.реклама,25 листопада 2011,https://www.epravda.com.ua/news/2012/04/17/321614/,No description
ігорю коломойському,25 листопада 2011,https://www.epravda.com.ua/news/2012/04/17/321614/,No description
костянтину григоришину.через,25 листопада 2011,https://www.epravda.com.ua/news/2012/04/17/321614/,No description
едуарда ставицького,7 листопада 2024,https://www.epravda.com.ua/news/2012/04/26/322384/,No description
марина пекарчук.як,7 листопада 2024,https://www.epravda.com.ua/news/2012/04/26/322384/,No description
миколи мартиненка,11 вересня 2009,https://www.epravda.com.ua/news/2009/09/11/207341/,No description
віктора ющенка,11 вересня 2009,https://www.epravda.com.ua/news/2009/09/11/207341/,No description
микола мартиненко,11 вересня 2009,https://www.epravda.com.ua/news/2009/09/11/207341/,No description
віктор ющенко,11 вересня 2009,https://www.epravda.com.ua/news/2009/09/11/207341/,No description
володимира стельмаха,11 вересня 2009,https://www.epravda.com.ua/news/2009/09/11/207341/,No description
микитася,8 лютого 2017,https://www.epravda.com.ua/news/2017/02/8/620203/,No description
гройсмана,8 лютого 2017,https://www.epravda.com.ua/news/2017/02/8/620203/,No description
сергій марченко.угоду,17 грудня 2020,https://www.epravda.com.ua/news/2020/12/17/669297/,No description
бізнес?олександр кірпічовгенеральний,28 грудня 2009,https://www.epravda.com.ua/publications/2009/12/28/222211/,No description
миколи азарова маренцягенпрокуратура,4 березня 2013,https://www.epravda.com.ua/publications/2013/03/4/364050/,No description
бізнес?олександр кірпічовгенеральний,4 березня 2013,https://www.epravda.com.ua/publications/2013/03/4/364050/,No description
трамп,22 листопада 2016,https://www.epravda.com.ua/news/2016/11/22/611845/,No description
тимошенко,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
юлії тимошенко,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
дмитра фірташа,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
тимошенко,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
фірташ,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
віктора януковича,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
тимошенко,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
фірташа,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
тимошенко,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
фірташ,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
нью-йорка.вона,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
фірташа,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
"росукренерго"".тимошенко",19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
фірташа,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
януковича,19 вересня 2015,https://www.epravda.com.ua/news/2015/09/19/560156/,No description
богдана,29 жовтня 2019,https://www.epravda.com.ua/news/2019/10/29/653068/,No description
ярослава дубневичів,29 жовтня 2019,https://www.epravda.com.ua/news/2019/10/29/653068/,No description
пфтс,25 вересня 2009,https://www.epravda.com.ua/news/2009/09/25/209019/,No description
податкифінтехющенко,15 лютого 2021,https://www.epravda.com.ua/news/2009/01/27/179194/,No description
віктор ющенко,15 лютого 2021,https://www.epravda.com.ua/news/2009/01/27/179194/,No description
ющенко,15 лютого 2021,https://www.epravda.com.ua/news/2009/01/27/179194/,No description
kfw ipex,29 серпня 2018,https://www.epravda.com.ua/news/2018/08/29/640000/,No description
далласа,30 червня 2024,https://www.epravda.com.ua/news/2024/06/30/715989/,No description
наталію рухленко,11 лютого 2008,https://www.epravda.com.ua/news/2008/02/11/157725/,No description
індія.за,6 червня 2022,https://www.epravda.com.ua/news/2022/06/6/687853/,No description
андреа орсель,6 червня 2022,https://www.epravda.com.ua/news/2022/06/6/687853/,No description
chartsсталева мріягазова,29 вересня 2023,https://www.epravda.com.ua/news/2023/09/29/704913/,No description
себастьяна лекорню,29 вересня 2023,https://www.epravda.com.ua/news/2023/09/29/704913/,No description
дімас,30 серпня 2021,https://www.epravda.com.ua/news/2012/01/8/312145/,No description
снд.про,12 березня 2012,https://www.epravda.com.ua/news/2012/03/12/318339/,No description
валерій мунтіян,12 березня 2012,https://www.epravda.com.ua/news/2012/03/12/318339/,No description
олександр єфремов,12 березня 2012,https://www.epravda.com.ua/news/2012/03/12/318339/,No description
денис шмигаль,2 серпня 2024,https://www.epravda.com.ua/news/2024/08/2/717509/,No description
шмигалькрім,2 серпня 2024,https://www.epravda.com.ua/news/2024/08/2/717509/,No description
інтерв'юканада,7 лютого 2024,https://www.epravda.com.ua/news/2024/02/7/709630/,No description
джастін трюдо,7 лютого 2024,https://www.epravda.com.ua/news/2024/02/7/709630/,No description
володимир зеленський,7 лютого 2024,https://www.epravda.com.ua/news/2024/02/7/709630/,No description
ендрю шир.реклама,7 лютого 2024,https://www.epravda.com.ua/news/2024/02/7/709630/,No description
ангуса ріда,7 лютого 2024,https://www.epravda.com.ua/news/2024/02/7/709630/,No description
волги,1 грудня 2011,https://www.epravda.com.ua/news/2011/12/1/307729/,No description
волга,1 грудня 2011,https://www.epravda.com.ua/news/2011/12/1/307729/,No description
